Descritpion_ID,Top_20_Image_IDs
31.txt,635.jpg 176.jpg 1375.jpg 313.jpg 1981.jpg 109.jpg 1435.jpg 1941.jpg 801.jpg 957.jpg 1824.jpg 1341.jpg 1759.jpg 1697.jpg 108.jpg 1908.jpg 984.jpg 1636.jpg 1989.jpg 1669.jpg
32.txt,1179.jpg 1706.jpg 848.jpg 1644.jpg 864.jpg 982.jpg 343.jpg 420.jpg 1690.jpg 1010.jpg 521.jpg 459.jpg 891.jpg 837.jpg 89.jpg 1004.jpg 47.jpg 1336.jpg 1834.jpg 377.jpg
33.txt,326.jpg 1988.jpg 1138.jpg 666.jpg 590.jpg 1642.jpg 1891.jpg 1814.jpg 682.jpg 774.jpg 1065.jpg 553.jpg 176.jpg 61.jpg 253.jpg 144.jpg 317.jpg 355.jpg 109.jpg 611.jpg
34.txt,1766.jpg 1583.jpg 1680.jpg 805.jpg 327.jpg 731.jpg 1829.jpg 477.jpg 710.jpg 1397.jpg 1946.jpg 284.jpg 195.jpg 660.jpg 551.jpg 1517.jpg 1747.jpg 1492.jpg 1947.jpg 1995.jpg
35.txt,1031.jpg 1389.jpg 1611.jpg 1896.jpg 1847.jpg 1644.jpg 393.jpg 1336.jpg 642.jpg 1901.jpg 1261.jpg 459.jpg 1348.jpg 911.jpg 1567.jpg 176.jpg 1557.jpg 479.jpg 1918.jpg 343.jpg
36.txt,1131.jpg 21.jpg 1105.jpg 1135.jpg 255.jpg 484.jpg 736.jpg 375.jpg 435.jpg 359.jpg 942.jpg 1698.jpg 595.jpg 1561.jpg 721.jpg 1738.jpg 1451.jpg 1535.jpg 586.jpg 594.jpg
37.txt,723.jpg 1286.jpg 698.jpg 1410.jpg 92.jpg 1053.jpg 1836.jpg 1980.jpg 1992.jpg 93.jpg 1627.jpg 1521.jpg 202.jpg 222.jpg 647.jpg 226.jpg 541.jpg 82.jpg 1420.jpg 50.jpg
38.txt,809.jpg 1828.jpg 1812.jpg 355.jpg 179.jpg 139.jpg 991.jpg 927.jpg 1759.jpg 820.jpg 957.jpg 632.jpg 628.jpg 778.jpg 1979.jpg 176.jpg 1639.jpg 753.jpg 144.jpg 1808.jpg
39.txt,1549.jpg 1299.jpg 713.jpg 548.jpg 988.jpg 517.jpg 622.jpg 1221.jpg 1182.jpg 9.jpg 301.jpg 746.jpg 1252.jpg 1951.jpg 315.jpg 1872.jpg 1683.jpg 1324.jpg 890.jpg 1863.jpg
40.txt,1561.jpg 132.jpg 1273.jpg 1510.jpg 112.jpg 312.jpg 1451.jpg 922.jpg 1298.jpg 1384.jpg 1958.jpg 1243.jpg 956.jpg 1262.jpg 1564.jpg 1198.jpg 141.jpg 1856.jpg 912.jpg 1452.jpg
41.txt,1460.jpg 1483.jpg 1392.jpg 697.jpg 783.jpg 602.jpg 603.jpg 690.jpg 443.jpg 1508.jpg 1898.jpg 319.jpg 180.jpg 892.jpg 1853.jpg 1562.jpg 867.jpg 399.jpg 965.jpg 1291.jpg
42.txt,1722.jpg 1445.jpg 1681.jpg 1633.jpg 684.jpg 1036.jpg 1870.jpg 1602.jpg 1972.jpg 1732.jpg 101.jpg 1406.jpg 74.jpg 522.jpg 1520.jpg 1721.jpg 536.jpg 1042.jpg 1062.jpg 565.jpg
43.txt,798.jpg 1517.jpg 1932.jpg 624.jpg 857.jpg 1686.jpg 1251.jpg 1763.jpg 1890.jpg 417.jpg 1449.jpg 335.jpg 1157.jpg 1491.jpg 1905.jpg 764.jpg 1.jpg 1995.jpg 143.jpg 1095.jpg
44.txt,108.jpg 378.jpg 1707.jpg 1759.jpg 204.jpg 1201.jpg 1822.jpg 816.jpg 1375.jpg 628.jpg 182.jpg 1843.jpg 991.jpg 1003.jpg 142.jpg 139.jpg 154.jpg 753.jpg 809.jpg 778.jpg
45.txt,1131.jpg 357.jpg 58.jpg 1738.jpg 1427.jpg 586.jpg 1911.jpg 21.jpg 1935.jpg 736.jpg 139.jpg 1535.jpg 1119.jpg 711.jpg 44.jpg 176.jpg 1743.jpg 1501.jpg 595.jpg 317.jpg
46.txt,998.jpg 82.jpg 846.jpg 1533.jpg 1335.jpg 760.jpg 1195.jpg 1154.jpg 379.jpg 1118.jpg 1923.jpg 971.jpg 1761.jpg 1402.jpg 105.jpg 321.jpg 1791.jpg 1693.jpg 1980.jpg 1426.jpg
47.txt,986.jpg 852.jpg 1767.jpg 174.jpg 925.jpg 218.jpg 803.jpg 1515.jpg 1501.jpg 234.jpg 709.jpg 1617.jpg 148.jpg 1996.jpg 1661.jpg 188.jpg 1930.jpg 446.jpg 1044.jpg 1719.jpg
48.txt,953.jpg 445.jpg 1183.jpg 600.jpg 117.jpg 634.jpg 1713.jpg 873.jpg 1144.jpg 904.jpg 720.jpg 511.jpg 883.jpg 333.jpg 338.jpg 765.jpg 1716.jpg 669.jpg 42.jpg 1292.jpg
49.txt,118.jpg 1202.jpg 1892.jpg 916.jpg 1670.jpg 942.jpg 1076.jpg 484.jpg 586.jpg 1135.jpg 1698.jpg 1737.jpg 177.jpg 94.jpg 1915.jpg 1086.jpg 766.jpg 1131.jpg 164.jpg 317.jpg
50.txt,1711.jpg 183.jpg 1832.jpg 1290.jpg 1302.jpg 932.jpg 560.jpg 1534.jpg 1703.jpg 1362.jpg 1078.jpg 415.jpg 987.jpg 1022.jpg 1190.jpg 1123.jpg 54.jpg 1363.jpg 1223.jpg 1056.jpg
51.txt,770.jpg 1700.jpg 654.jpg 305.jpg 1804.jpg 358.jpg 1263.jpg 899.jpg 68.jpg 1850.jpg 922.jpg 1404.jpg 413.jpg 1886.jpg 1231.jpg 1218.jpg 1568.jpg 458.jpg 2.jpg 137.jpg
52.txt,1746.jpg 1137.jpg 1342.jpg 1798.jpg 390.jpg 617.jpg 138.jpg 1504.jpg 32.jpg 1213.jpg 407.jpg 295.jpg 1456.jpg 498.jpg 1638.jpg 880.jpg 1877.jpg 285.jpg 1715.jpg 1881.jpg
53.txt,1906.jpg 1067.jpg 662.jpg 993.jpg 1998.jpg 928.jpg 675.jpg 660.jpg 437.jpg 97.jpg 1752.jpg 1909.jpg 1493.jpg 625.jpg 456.jpg 257.jpg 303.jpg 1168.jpg 1464.jpg 272.jpg
54.txt,780.jpg 1805.jpg 1356.jpg 1349.jpg 1422.jpg 499.jpg 707.jpg 291.jpg 578.jpg 1019.jpg 278.jpg 324.jpg 1586.jpg 1554.jpg 556.jpg 385.jpg 1490.jpg 1378.jpg 1710.jpg 491.jpg
55.txt,543.jpg 1238.jpg 131.jpg 552.jpg 615.jpg 383.jpg 1498.jpg 1359.jpg 832.jpg 1537.jpg 694.jpg 1566.jpg 1593.jpg 1915.jpg 252.jpg 1670.jpg 1975.jpg 1100.jpg 575.jpg 525.jpg
56.txt,198.jpg 191.jpg 1876.jpg 789.jpg 1316.jpg 76.jpg 1735.jpg 1369.jpg 6.jpg 435.jpg 1158.jpg 247.jpg 504.jpg 1643.jpg 967.jpg 1822.jpg 1477.jpg 1839.jpg 1172.jpg 668.jpg
57.txt,188.jpg 852.jpg 523.jpg 1515.jpg 547.jpg 1327.jpg 600.jpg 1930.jpg 803.jpg 1617.jpg 218.jpg 167.jpg 1501.jpg 986.jpg 1487.jpg 1976.jpg 496.jpg 19.jpg 904.jpg 1044.jpg
58.txt,996.jpg 897.jpg 910.jpg 535.jpg 1940.jpg 217.jpg 718.jpg 1275.jpg 1758.jpg 1151.jpg 1289.jpg 1096.jpg 1444.jpg 262.jpg 1311.jpg 1458.jpg 623.jpg 977.jpg 655.jpg 648.jpg
59.txt,1870.jpg 1681.jpg 1633.jpg 684.jpg 74.jpg 1722.jpg 536.jpg 1520.jpg 1036.jpg 1602.jpg 1406.jpg 1115.jpg 1042.jpg 1206.jpg 1732.jpg 584.jpg 1445.jpg 1974.jpg 1454.jpg 1657.jpg
60.txt,462.jpg 520.jpg 27.jpg 1419.jpg 1293.jpg 1531.jpg 855.jpg 1687.jpg 1332.jpg 1303.jpg 1649.jpg 876.jpg 1055.jpg 596.jpg 1958.jpg 178.jpg 490.jpg 889.jpg 125.jpg 782.jpg
61.txt,1113.jpg 793.jpg 102.jpg 387.jpg 935.jpg 1658.jpg 524.jpg 34.jpg 396.jpg 1245.jpg 659.jpg 1912.jpg 1170.jpg 1751.jpg 1422.jpg 1090.jpg 931.jpg 1592.jpg 991.jpg 974.jpg
62.txt,110.jpg 1919.jpg 1057.jpg 1443.jpg 1622.jpg 981.jpg 1330.jpg 1927.jpg 739.jpg 950.jpg 487.jpg 1960.jpg 1918.jpg 1024.jpg 1567.jpg 224.jpg 1553.jpg 568.jpg 531.jpg 633.jpg
63.txt,1881.jpg 295.jpg 1762.jpg 1750.jpg 1129.jpg 62.jpg 1200.jpg 405.jpg 308.jpg 1555.jpg 1566.jpg 1106.jpg 383.jpg 1728.jpg 468.jpg 1638.jpg 1827.jpg 453.jpg 1925.jpg 1137.jpg
64.txt,1469.jpg 1302.jpg 1362.jpg 1711.jpg 932.jpg 1534.jpg 1078.jpg 1432.jpg 183.jpg 1703.jpg 1708.jpg 54.jpg 591.jpg 1290.jpg 1190.jpg 886.jpg 560.jpg 409.jpg 1022.jpg 1056.jpg
65.txt,5.jpg 1116.jpg 1173.jpg 23.jpg 1723.jpg 1029.jpg 1835.jpg 1006.jpg 1733.jpg 1740.jpg 515.jpg 508.jpg 1353.jpg 1408.jpg 280.jpg 201.jpg 1550.jpg 835.jpg 200.jpg 1689.jpg
66.txt,1198.jpg 1958.jpg 638.jpg 178.jpg 1564.jpg 104.jpg 782.jpg 462.jpg 1531.jpg 1419.jpg 1351.jpg 27.jpg 657.jpg 1166.jpg 1266.jpg 312.jpg 533.jpg 1293.jpg 855.jpg 1055.jpg
67.txt,442.jpg 1519.jpg 1546.jpg 1963.jpg 974.jpg 503.jpg 858.jpg 1229.jpg 856.jpg 812.jpg 1592.jpg 606.jpg 1751.jpg 1142.jpg 123.jpg 1259.jpg 100.jpg 1399.jpg 125.jpg 341.jpg
68.txt,1303.jpg 178.jpg 1687.jpg 462.jpg 520.jpg 204.jpg 1649.jpg 816.jpg 230.jpg 108.jpg 876.jpg 1981.jpg 27.jpg 1281.jpg 182.jpg 1958.jpg 1531.jpg 574.jpg 1015.jpg 855.jpg
69.txt,1946.jpg 710.jpg 327.jpg 1829.jpg 1947.jpg 1467.jpg 551.jpg 283.jpg 1104.jpg 195.jpg 404.jpg 679.jpg 1604.jpg 241.jpg 1766.jpg 1747.jpg 300.jpg 1666.jpg 277.jpg 1884.jpg
70.txt,581.jpg 300.jpg 362.jpg 1425.jpg 1946.jpg 403.jpg 664.jpg 404.jpg 1604.jpg 710.jpg 382.jpg 1228.jpg 1747.jpg 720.jpg 1467.jpg 241.jpg 1766.jpg 679.jpg 327.jpg 1104.jpg
71.txt,980.jpg 990.jpg 97.jpg 1493.jpg 303.jpg 1168.jpg 660.jpg 1906.jpg 662.jpg 1930.jpg 1998.jpg 456.jpg 993.jpg 229.jpg 909.jpg 755.jpg 928.jpg 915.jpg 1651.jpg 43.jpg
72.txt,1924.jpg 255.jpg 1131.jpg 1135.jpg 292.jpg 21.jpg 484.jpg 595.jpg 1343.jpg 375.jpg 281.jpg 1105.jpg 1451.jpg 250.jpg 381.jpg 1743.jpg 978.jpg 359.jpg 942.jpg 946.jpg
73.txt,195.jpg 1829.jpg 710.jpg 1946.jpg 327.jpg 277.jpg 1766.jpg 551.jpg 1947.jpg 1666.jpg 1583.jpg 1104.jpg 241.jpg 283.jpg 1467.jpg 284.jpg 1747.jpg 1884.jpg 1604.jpg 472.jpg
74.txt,590.jpg 1347.jpg 774.jpg 238.jpg 1891.jpg 572.jpg 144.jpg 200.jpg 1138.jpg 1723.jpg 201.jpg 326.jpg 1704.jpg 1806.jpg 500.jpg 5.jpg 640.jpg 571.jpg 1988.jpg 1916.jpg
75.txt,123.jpg 1519.jpg 610.jpg 1546.jpg 1399.jpg 442.jpg 1317.jpg 1770.jpg 503.jpg 1548.jpg 831.jpg 1897.jpg 1963.jpg 974.jpg 100.jpg 8.jpg 401.jpg 1592.jpg 856.jpg 1983.jpg
76.txt,1767.jpg 986.jpg 148.jpg 1632.jpg 941.jpg 852.jpg 1930.jpg 618.jpg 258.jpg 925.jpg 1680.jpg 1358.jpg 218.jpg 85.jpg 417.jpg 573.jpg 905.jpg 446.jpg 72.jpg 207.jpg
77.txt,1085.jpg 448.jpg 1285.jpg 1694.jpg 689.jpg 1249.jpg 1961.jpg 1223.jpg 987.jpg 1488.jpg 91.jpg 168.jpg 794.jpg 627.jpg 1155.jpg 836.jpg 384.jpg 685.jpg 1302.jpg 409.jpg
78.txt,590.jpg 238.jpg 1988.jpg 1138.jpg 179.jpg 611.jpg 1916.jpg 635.jpg 572.jpg 365.jpg 67.jpg 682.jpg 144.jpg 888.jpg 326.jpg 1559.jpg 227.jpg 169.jpg 1639.jpg 331.jpg
79.txt,1630.jpg 1889.jpg 1903.jpg 728.jpg 155.jpg 914.jpg 734.jpg 267.jpg 1874.jpg 989.jpg 346.jpg 1320.jpg 1926.jpg 731.jpg 522.jpg 951.jpg 1696.jpg 584.jpg 1568.jpg 1373.jpg
80.txt,1450.jpg 677.jpg 779.jpg 59.jpg 1279.jpg 239.jpg 661.jpg 1528.jpg 944.jpg 794.jpg 320.jpg 1953.jpg 1463.jpg 807.jpg 650.jpg 1125.jpg 764.jpg 409.jpg 987.jpg 432.jpg
81.txt,1419.jpg 1531.jpg 1055.jpg 1332.jpg 462.jpg 596.jpg 520.jpg 1293.jpg 855.jpg 27.jpg 490.jpg 1687.jpg 1649.jpg 1303.jpg 178.jpg 1939.jpg 533.jpg 889.jpg 876.jpg 1958.jpg
82.txt,1031.jpg 923.jpg 1348.jpg 719.jpg 266.jpg 1261.jpg 1896.jpg 1948.jpg 1389.jpg 393.jpg 1901.jpg 618.jpg 343.jpg 1336.jpg 103.jpg 1557.jpg 710.jpg 218.jpg 1543.jpg 1197.jpg
83.txt,1054.jpg 109.jpg 1147.jpg 1989.jpg 869.jpg 1812.jpg 1759.jpg 1973.jpg 1871.jpg 1102.jpg 428.jpg 804.jpg 1184.jpg 757.jpg 885.jpg 997.jpg 1714.jpg 176.jpg 331.jpg 1741.jpg
84.txt,595.jpg 1136.jpg 1535.jpg 1076.jpg 736.jpg 1131.jpg 154.jpg 973.jpg 730.jpg 68.jpg 484.jpg 1738.jpg 1696.jpg 1749.jpg 1643.jpg 586.jpg 292.jpg 1098.jpg 21.jpg 312.jpg
85.txt,959.jpg 922.jpg 1113.jpg 931.jpg 1294.jpg 1510.jpg 1284.jpg 1375.jpg 1028.jpg 1452.jpg 1804.jpg 1087.jpg 112.jpg 1568.jpg 40.jpg 2.jpg 86.jpg 939.jpg 1592.jpg 1565.jpg
86.txt,1901.jpg 1389.jpg 1896.jpg 1348.jpg 1197.jpg 1031.jpg 245.jpg 1336.jpg 266.jpg 1525.jpg 1346.jpg 923.jpg 539.jpg 103.jpg 1644.jpg 823.jpg 781.jpg 1847.jpg 1037.jpg 1600.jpg
87.txt,964.jpg 210.jpg 69.jpg 1213.jpg 921.jpg 1307.jpg 620.jpg 734.jpg 498.jpg 1043.jpg 744.jpg 70.jpg 1434.jpg 1926.jpg 439.jpg 929.jpg 617.jpg 914.jpg 52.jpg 1715.jpg
88.txt,682.jpg 774.jpg 201.jpg 1723.jpg 238.jpg 1138.jpg 5.jpg 144.jpg 1116.jpg 587.jpg 1740.jpg 1754.jpg 631.jpg 1029.jpg 187.jpg 1794.jpg 1709.jpg 1550.jpg 1109.jpg 1501.jpg
89.txt,595.jpg 1643.jpg 1076.jpg 877.jpg 1110.jpg 1636.jpg 68.jpg 726.jpg 973.jpg 1822.jpg 939.jpg 76.jpg 2.jpg 378.jpg 1696.jpg 529.jpg 978.jpg 1568.jpg 154.jpg 312.jpg
90.txt,1702.jpg 290.jpg 1962.jpg 1648.jpg 338.jpg 1027.jpg 760.jpg 496.jpg 1987.jpg 1277.jpg 1094.jpg 1380.jpg 1040.jpg 868.jpg 561.jpg 1574.jpg 476.jpg 559.jpg 196.jpg 607.jpg
91.txt,123.jpg 1519.jpg 1546.jpg 974.jpg 503.jpg 442.jpg 401.jpg 812.jpg 1751.jpg 1963.jpg 100.jpg 610.jpg 856.jpg 1229.jpg 461.jpg 1399.jpg 831.jpg 1259.jpg 1317.jpg 1142.jpg
92.txt,1011.jpg 430.jpg 1446.jpg 1048.jpg 345.jpg 1565.jpg 563.jpg 1696.jpg 3.jpg 745.jpg 985.jpg 1568.jpg 1262.jpg 2.jpg 1480.jpg 1606.jpg 162.jpg 969.jpg 597.jpg 231.jpg
93.txt,1712.jpg 1093.jpg 1468.jpg 1310.jpg 1634.jpg 652.jpg 48.jpg 1326.jpg 695.jpg 1761.jpg 786.jpg 1887.jpg 1596.jpg 752.jpg 1368.jpg 264.jpg 937.jpg 228.jpg 704.jpg 574.jpg
94.txt,331.jpg 1068.jpg 1550.jpg 1408.jpg 1143.jpg 885.jpg 1199.jpg 835.jpg 1714.jpg 225.jpg 160.jpg 80.jpg 850.jpg 23.jpg 833.jpg 1184.jpg 1196.jpg 738.jpg 538.jpg 1039.jpg
95.txt,846.jpg 51.jpg 1913.jpg 1693.jpg 1943.jpg 1254.jpg 1630.jpg 82.jpg 492.jpg 127.jpg 370.jpg 630.jpg 771.jpg 1296.jpg 526.jpg 1355.jpg 1335.jpg 1874.jpg 760.jpg 814.jpg
96.txt,634.jpg 511.jpg 838.jpg 1183.jpg 696.jpg 159.jpg 1840.jpg 1896.jpg 42.jpg 883.jpg 322.jpg 1713.jpg 781.jpg 1724.jpg 579.jpg 1242.jpg 1471.jpg 445.jpg 1611.jpg 953.jpg
97.txt,1664.jpg 953.jpg 1487.jpg 117.jpg 1716.jpg 1605.jpg 938.jpg 1144.jpg 1853.jpg 445.jpg 1008.jpg 328.jpg 398.jpg 1164.jpg 634.jpg 1508.jpg 979.jpg 680.jpg 873.jpg 1460.jpg
98.txt,899.jpg 414.jpg 458.jpg 1151.jpg 712.jpg 1265.jpg 262.jpg 1191.jpg 623.jpg 1333.jpg 549.jpg 1821.jpg 555.jpg 429.jpg 367.jpg 1289.jpg 489.jpg 33.jpg 1768.jpg 1377.jpg
99.txt,1825.jpg 1178.jpg 1585.jpg 1683.jpg 966.jpg 1685.jpg 830.jpg 1587.jpg 1323.jpg 612.jpg 1374.jpg 1640.jpg 1728.jpg 1576.jpg 863.jpg 1744.jpg 1267.jpg 1846.jpg 1858.jpg 1417.jpg
100.txt,1941.jpg 1822.jpg 1643.jpg 76.jpg 1395.jpg 1076.jpg 789.jpg 736.jpg 68.jpg 601.jpg 973.jpg 1375.jpg 1535.jpg 368.jpg 1735.jpg 595.jpg 726.jpg 949.jpg 25.jpg 348.jpg
101.txt,694.jpg 615.jpg 1563.jpg 1246.jpg 100.jpg 1869.jpg 1080.jpg 1537.jpg 1359.jpg 812.jpg 945.jpg 974.jpg 819.jpg 1546.jpg 1079.jpg 552.jpg 831.jpg 1566.jpg 1592.jpg 692.jpg
102.txt,68.jpg 25.jpg 916.jpg 999.jpg 164.jpg 1535.jpg 973.jpg 1698.jpg 939.jpg 1092.jpg 595.jpg 46.jpg 586.jpg 1696.jpg 1243.jpg 1127.jpg 1098.jpg 37.jpg 1466.jpg 336.jpg
